p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.10007203052359e-09,0.877752628186926,0.099,0.056,5.54656317789992e-06,6,2810032G03Rik
1.1828554929696e-09,0.185042507711292,0.363,0.274,5.96395739555272e-06,6,C230014O12Rik
1.46993591843454e-09,2.16586595983979,0.012,0.002,7.41141690074696e-06,6,Gm47202
1.82257544185087e-09,0.745390802184938,0.12,0.073,9.1894253778121e-06,6,4932443L11Rik
1.89248120132191e-09,0.916225590841286,0.095,0.054,9.54189021706508e-06,6,9530051G07Rik
2.15523384022905e-09,1.38937472091454,0.038,0.015,1.08666890224349e-05,6,Gm49439
2.56637059788294e-09,2.31652919341325,0.02,0.006,1.29396405545258e-05,6,G630018N14Rik
3.02762124141366e-09,0.584520176459995,0.164,0.108,1.52652662992077e-05,6,1700109K24Rik
3.36195372455207e-09,1.47845592346816,0.026,0.009,1.69509706791916e-05,6,1700015H07Rik
3.48446346976485e-09,1.15666764924948,0.038,0.015,1.75686648145544e-05,6,Gm15816
4.1037951384377e-09,1.70572099925461,0.029,0.01,2.06913350880029e-05,6,Zim3
4.48652527270875e-09,2.25228923956667,0.02,0.006,2.26210604249975e-05,6,2310026I22Rik
5.04804969599015e-09,0.673240923925373,0.084,0.046,2.54522665671823e-05,6,Gm31749
6.7504703436609e-09,0.367970042398289,0.318,0.241,3.40358714727383e-05,6,Gm13563
7.33036436491304e-09,1.85433139806217,0.021,0.006,3.69596971278916e-05,6,E330018M18Rik
8.23771003791952e-09,2.52697727451692,0.013,0.003,4.15345340111902e-05,6,C030004G16Rik
8.42113766498173e-09,2.27818402680388,0.013,0.003,4.24593761068379e-05,6,Gm17767
8.64202189644204e-09,1.93935842885932,0.013,0.003,4.35730744018608e-05,6,Gm27211
9.22839938297283e-09,0.521797334497636,0.209,0.147,4.6529589688949e-05,6,Gm20404
1.03592157926353e-08,1.02755809036378,0.053,0.025,5.22311660264673e-05,6,4732463B04Rik
1.11602392375368e-08,1.86694536742709,0.017,0.005,5.62699262356604e-05,6,Gm13660
1.13075224748864e-08,1.89193474931567,0.023,0.007,5.70125283183771e-05,6,Gm15689
1.13166410986331e-08,1.98488629839881,0.015,0.004,5.7058504419308e-05,6,Gm29506
1.49760878475642e-08,0.871475965298274,0.046,0.021,7.55094349274188e-05,6,Gm27217
1.56653695274768e-08,1.95195553942199,0.011,0.002,7.8984793157538e-05,6,Gm15688
1.5738272117253e-08,0.758066088783283,0.074,0.04,7.93523680151894e-05,6,Gm15423
1.8977546539483e-08,0.704861571392049,0.132,0.085,9.56847896520733e-05,6,A830019P07Rik
1.92313462681393e-08,0.493480810578316,0.168,0.113,9.69644478839582e-05,6,1700110K17Rik
2.34274733171816e-08,1.63221799099822,0.028,0.01,0.00011812132046523,6,Gm30382
3.55370654660594e-08,1.66840266907998,0.03,0.011,0.000179177884079871,6,Gm55759
3.57115668609902e-08,1.65635437709552,0.042,0.019,0.000180057720113112,6,BB365896
3.71282876018954e-08,0.431558214990048,0.279,0.212,0.000187200826088756,6,Zbed5-ps
4.31475262227168e-08,1.88205764617839,0.019,0.006,0.000217549827214938,6,Gm35842
4.92911262398327e-08,0.87541156871172,0.073,0.04,0.000248525858501237,6,2810432F15Rik
5.12423310645263e-08,1.32367874948867,0.028,0.011,0.000258363833227341,6,Gm16105
5.98706133794569e-08,0.618658471362746,0.097,0.058,0.000301867632659222,6,Gm47815
6.21540719352203e-08,2.22253944417305,0.014,0.003,0.000313380830697381,6,2310075C17Rik
6.29330713291356e-08,1.04959154627681,0.057,0.029,0.000317308545641502,6,5930403N24Rik
6.29726267358051e-08,1.543055842651,0.082,0.047,0.000317507984001929,6,St8sia3os
7.14293527106681e-08,0.985786732604743,0.057,0.029,0.000360146796367188,6,Gm26954
7.93151418104994e-08,0.364966942483381,0.329,0.258,0.000399906945008538,6,Rab10os
8.28056392842662e-08,1.31532195233938,0.024,0.008,0.00041750603327127,6,Gm28095
8.82885323626199e-08,1.75176008199923,0.021,0.007,0.000445150780172329,6,Gm45875
9.27892201979204e-08,0.780976143479654,0.096,0.058,0.000467843248237915,6,6530401F13Rik
9.99925299308682e-08,0.742477295881198,0.103,0.063,0.000504162335911438,6,5330439K02Rik
1.1436422889092e-07,0.75407063772674,0.048,0.023,0.000576624442068016,6,Gm28401
1.29830369341366e-07,0.736228716745607,0.108,0.068,0.000654604722219167,6,Gm26782
1.45378496395655e-07,1.53280251207567,0.026,0.009,0.000732998378826891,6,Gm20208
1.50032504070651e-07,0.419981882221946,0.204,0.146,0.000756463885524223,6,A830082N09Rik
1.63968131572477e-07,0.391833684121232,0.172,0.119,0.00082672731938843,6,4930488L21Rik
1.87883700732112e-07,2.260447692514,0.014,0.004,0.000947309619091308,6,D030018L15Rik
2.22838622346556e-07,0.461535085152337,0.097,0.059,0.00112355233387134,6,Gm48293
2.39930417163904e-07,0.958498650330449,0.057,0.03,0.0012097291633404,6,Gm16958
2.41581834965558e-07,2.11634903419895,0.01,0.002,0.00121805561189634,6,Gm26653
2.54257102407812e-07,1.05988240418485,0.055,0.029,0.00128196431034019,6,Gm29296
3.93383314506702e-07,0.74230307757493,0.084,0.05,0.00198343867174279,6,Gm10558
4.4303153071285e-07,1.44317287930296,0.018,0.006,0.00223376497785419,6,Gm28513
4.62191780794298e-07,0.564658187847878,0.122,0.08,0.00233037095876485,6,Gm43376
4.99010935691859e-07,1.71283291453786,0.017,0.005,0.00251601313775836,6,Gm38101
5.20330551481594e-07,1.19290581509474,0.033,0.014,0.0026235066405702,6,D930028M14Rik
6.15278636050142e-07,1.13489440092946,0.032,0.014,0.00310223488296482,6,Gm11816
7.31966638547027e-07,1.21890985379611,0.021,0.008,0.00369057579155411,6,Gm11738
8.52831557619917e-07,1.92223510948141,0.014,0.004,0.00429997671351962,6,4933411E02Rik
9.95014832661217e-07,1.0118304639619,0.035,0.016,0.00501686478627785,6,2810049E08Rik
1.05321590111019e-06,0.272693721456742,0.365,0.299,0.00531031457339756,6,Gm11149
1.1073769931441e-06,1.30651139354617,0.027,0.011,0.00558339479943255,6,Gm13389
1.12585763593992e-06,1.19029088888705,0.035,0.016,0.00567657420040907,6,Gm8098
1.21616282508533e-06,1.8170999216603,0.017,0.006,0.00613189296408022,6,C030047K22Rik
1.28820147285213e-06,1.08987627168854,0.045,0.023,0.00649511182612045,6,Gm32036
1.83214091802274e-06,1.6146629993158,0.016,0.005,0.00923765450867066,6,5330416C01Rik
1.90018827379499e-06,2.39899354123986,0.01,0.002,0.00958074927647435,6,1700001K23Rik
2.03945115783961e-06,2.1871601123189,0.015,0.005,0.0102829127378273,6,Gm5095
2.49802266109533e-06,1.25725987061125,0.031,0.014,0.0125950302572426,6,Gm42917
2.84223904245982e-06,1.64692495942433,0.018,0.006,0.0143305692520824,6,4933411O13Rik
3.05151589863122e-06,1.17645805703241,0.018,0.006,0.0153857431608986,6,Gm33843
3.32142344961265e-06,1.77526728217203,0.014,0.004,0.016746617032947,6,Gm44812
3.4456338293356e-06,0.858250786993225,0.056,0.031,0.0173728857675101,6,1700111E14Rik
3.59249732754464e-06,1.59609733444454,0.017,0.006,0.0181133715254801,6,Gm28289
3.60426922512197e-06,0.110413695200836,0.818,0.726,0.018172725433065,6,Lhx1os
4.33589510664261e-06,0.974697978377733,0.047,0.025,0.021861583127692,6,Gm16150
4.41046085150551e-06,0.742453835718996,0.064,0.037,0.0222375436132908,6,4930480K15Rik
4.52914462751391e-06,0.338641977934239,0.274,0.216,0.0228359472119251,6,4930517O19Rik
4.79124856677334e-06,1.09522396680599,0.042,0.021,0.0241574752736712,6,C230037L18Rik
5.01640608279577e-06,0.155068478430081,0.441,0.361,0.0252927194694563,6,Tmem147os
5.6350295270104e-06,0.434339082903046,0.123,0.084,0.0284118188751864,6,Gm15396
6.41054077991573e-06,1.59856285389619,0.012,0.003,0.0323219466123351,6,Gm33104
6.42785801066455e-06,0.981342038663142,0.021,0.008,0.0324092600897706,6,Atcayos
7.2926962228557e-06,0.799379578528974,0.058,0.033,0.0367697743556385,6,Gm14827
9.37905722478157e-06,0.939150584700621,0.052,0.029,0.0472892065273487,6,Gm27253
9.80762041719819e-06,0.365744519434129,0.213,0.161,0.0494500221435133,6,B230369F24Rik
1.00444357919911e-05,0.999747393651568,0.038,0.019,0.050644045263219,6,Gm36684
1.11511609840522e-05,2.34123656958009,0.011,0.003,0.0562241536815913,6,Tspan2os
1.13572121968303e-05,0.907732007344752,0.025,0.011,0.0572630638964182,6,1700026F02Rik
1.16081710541089e-05,1.58275626409846,0.016,0.006,0.0585283984548169,6,Gm10280
1.17780596301262e-05,1.80811989412965,0.014,0.005,0.0593849766550963,6,Gssos1
1.23200946261189e-05,1.47903370373338,0.015,0.005,0.0621179171048917,6,Gm45601
1.2869144777685e-05,1.903844763363,0.013,0.004,0.0648862279690876,6,Gm16050
1.3933439508947e-05,0.562102504057694,0.068,0.041,0.0702524020041108,6,Gm44597
1.4057535193665e-05,1.11581874402214,0.026,0.011,0.0708780924464591,6,2700069I18Rik
1.42308403602367e-05,1.81712027528186,0.014,0.005,0.0717518970963132,6,Gm35394
1.42915471428436e-05,0.379784152943496,0.167,0.124,0.0720579806942176,6,Gm48512
1.49743261359237e-05,2.32961912898471,0.011,0.003,0.0755005523773271,6,Gm47872
1.61879055907557e-05,1.40415049827481,0.03,0.014,0.0816194199885901,6,Gm48006
1.74818263094473e-05,1.10447954732222,0.032,0.015,0.0881433682522332,6,Gm13617
1.78947260211747e-05,1.17522746867774,0.042,0.022,0.090225208598763,6,Gm16596
1.93591122033609e-05,0.44704312447327,0.229,0.181,0.0976086437293455,6,Junos
1.96005898747459e-05,2.48368738207357,0.011,0.003,0.0988261741484689,6,Gm2762
2.06092653026584e-05,1.87149040345351,0.01,0.003,0.103911915656004,6,Gm35733
2.10340511085046e-05,0.333754057991816,0.132,0.093,0.10605368568908,6,Gm10516
2.10524169143876e-05,0.528480620594391,0.118,0.082,0.106146286082342,6,Gm21814
2.15311795890918e-05,0.541969830287654,0.082,0.052,0.108560207488201,6,Gm9866
2.16228231790923e-05,0.202062282144368,0.309,0.247,0.109022274468983,6,6430590A07Rik
2.24202338373725e-05,0.753645099578408,0.06,0.036,0.113042819008032,6,Gm21984
2.52226540708212e-05,0.622807736163499,0.069,0.043,0.127172621825081,6,4930445E18Rik
2.53751727068546e-05,1.29405781046382,0.02,0.008,0.127941620787961,6,1500012K07Rik
2.54203538594231e-05,0.904557054581371,0.022,0.009,0.128169424159211,6,Mtag2
2.9208871714111e-05,0.39903462311223,0.116,0.081,0.147271131182548,6,4932422M17Rik
3.40126183135113e-05,1.3009443399662,0.014,0.005,0.171491621536724,6,Gm13027
3.57134781139587e-05,0.563636554098857,0.068,0.042,0.18006735665058,6,Gm26979
3.62393672717722e-05,1.09064695430981,0.029,0.014,0.182718889784276,6,Gm44574
3.69019084728194e-05,0.845183031755697,0.037,0.019,0.186059422519956,6,Gm13187
4.05937009090515e-05,0.515992963545649,0.11,0.077,0.204673439983438,6,Gm16835
4.49371725373253e-05,1.34049791252083,0.019,0.008,0.226573223933194,6,Gm11872
4.7220750451187e-05,0.714693361576115,0.037,0.02,0.238087023774885,6,Tmem150cos
5.10691611784503e-05,1.41344044114626,0.018,0.007,0.257490710661746,6,Gm12996
5.49727561696243e-05,0.840820902295106,0.056,0.034,0.277172636607246,6,5031434O11Rik
5.55630764400715e-05,1.79938242799007,0.014,0.005,0.28014903141084,6,Gm47863
5.83381675851697e-05,1.05283876095815,0.043,0.024,0.294141040964426,6,Gm26861
5.88253048107452e-05,1.4233795164136,0.017,0.007,0.296597186855777,6,Gm29017
6.1676287644024e-05,0.241822345887992,0.099,0.067,0.310971842301169,6,Fbxl12os
8.52592119330336e-05,0.407767814749663,0.082,0.054,0.429876946566356,6,Gm42851
8.61967269673264e-05,1.06276142660694,0.065,0.041,0.43460389736926,6,Gm30524
9.56797986362346e-05,1.46689395823756,0.021,0.01,0.482417544723895,6,Gm16351
9.87660826770926e-05,0.905019256084099,0.02,0.008,0.497978588857901,6,Gm6209
9.90658840715556e-05,0.229709729333486,0.259,0.209,0.499490187488784,6,Gm31763
0.000108878890760483,0.848457314635477,0.016,0.006,0.548967367214356,6,Gm4681
0.000113686606788634,0.904115914711016,0.037,0.021,0.573207871428293,6,Gm28609
0.000114815720825247,0.617704272043789,0.082,0.055,0.578900864400897,6,Sox5os4
0.00012172907514649,0.407596970586742,0.08,0.053,0.613757996888602,6,Gm10629
0.000135142399775037,0.785771054661486,0.046,0.027,0.681387979665734,6,9330154J02Rik
0.000135675942877797,0.630921857642591,0.039,0.022,0.684078103989851,6,Gm15494
0.00013900200367616,0.914434132886562,0.011,0.004,0.700848102535196,6,Gm48521
0.000141122067036824,1.16615380235154,0.026,0.012,0.711537461999665,6,Gm20655
0.000142302369868478,1.35814310766338,0.015,0.006,0.717488548876865,6,Gm49463
0.00014654969666127,0.460469572433983,0.072,0.047,0.738903570566122,6,Gm11750
0.000183320709913033,0.805276124224806,0.037,0.02,0.924303019381511,6,4930563F08Rik
0.000205312402101579,1.44143752980761,0.01,0.003,1,6,Gm15888
0.000228927904260893,0.597922306232333,0.032,0.017,1,6,Gm41836
0.000230529949930472,0.334916544051151,0.073,0.049,1,6,Gm41409
0.000235489228460945,1.05022741552355,0.018,0.008,1,6,BC030343
0.000253308831227898,0.855843888560763,0.03,0.016,1,6,Gm44577
0.000264647453766739,0.855331548491945,0.031,0.016,1,6,Gm12132
0.000267277746689225,0.695799930305937,0.04,0.023,1,6,Gm48677
0.000306954229602091,1.5299315282196,0.011,0.004,1,6,A930006L05Rik
0.000319414484577645,0.63743017569945,0.053,0.033,1,6,Gm12786
0.000344655072160928,1.3855999579537,0.017,0.007,1,6,Macrod2os2
0.00035189516261542,1.68255150463666,0.016,0.007,1,6,Gm15401
0.000383086767352851,1.5393037174475,0.01,0.004,1,6,Gm49064
0.00038313737505362,1.49411250763299,0.014,0.006,1,6,Gm15461
0.000418499454214287,0.681900415401602,0.044,0.027,1,6,5730405O15Rik
0.000481727390633625,1.17241913881159,0.021,0.01,1,6,Gm13219
0.000533983051855646,1.47924770182145,0.011,0.004,1,6,Gm30371
0.000559827754490563,0.212859970755616,0.179,0.14,1,6,Gm17484
0.000608244243650241,0.320149417542463,0.089,0.063,1,6,AV039307
0.000616283135358953,0.993605846260768,0.014,0.006,1,6,Gm14218
0.000661471268030629,0.773519397026705,0.054,0.035,1,6,Gm10532
0.000691090026085386,1.10625136285137,0.016,0.007,1,6,Gm40557
0.000701869579394289,0.82860835570108,0.029,0.016,1,6,Gm44317
0.000750380432914251,0.942715777507807,0.02,0.01,1,6,Gm29418
0.000781752405101079,1.10439861402819,0.016,0.007,1,6,Acss2os
0.000796019228268483,0.535338379354514,0.056,0.037,1,6,Gm44257
0.000798475661944822,0.541221327301808,0.067,0.046,1,6,Gm15893
0.00081659199879982,1.0849185359712,0.013,0.005,1,6,2310043M15Rik
0.000941900919464896,0.50680854839814,0.063,0.043,1,6,Gm13562
0.000996449361748862,0.490505230637918,0.093,0.068,1,6,Gm15938
0.00105262085903365,1.21773432679626,0.027,0.015,1,6,Gm45708
0.00105431938011709,1.17741434465855,0.011,0.004,1,6,4930439A04Rik
0.00106441205310817,0.168680290238059,0.114,0.085,1,6,B020031H02Rik
0.00110640660361746,0.272289948100118,0.15,0.117,1,6,Gm43597
0.00114364552556189,0.831375222166734,0.014,0.006,1,6,Gm47760
0.00146155679071664,1.03953647470736,0.025,0.013,1,6,4931406G06Rik
0.00152351383279544,0.577767734626796,0.056,0.038,1,6,Gm45278
0.00165604020307035,1.14685759287011,0.021,0.011,1,6,Gm34471
0.00168023924270381,0.602399586791293,0.033,0.02,1,6,Gm16185
0.00173136715260408,0.883581632722837,0.024,0.013,1,6,Gm7568
0.00176137875548326,0.660706005592722,0.023,0.012,1,6,Gm12841
0.00187481832456579,1.06622835578241,0.016,0.008,1,6,Gm32224
0.0018912449871281,0.737786164103299,0.032,0.019,1,6,Gm13375
0.00189272130620074,0.860642628805036,0.025,0.014,1,6,B230217J21Rik
0.00189958317087744,0.877102503551113,0.031,0.018,1,6,Gm48003
0.00192726695198331,0.978348903696831,0.019,0.009,1,6,Gm42744
0.0019751062426794,0.290453923639224,0.059,0.04,1,6,Gm41396
0.0019756057149926,0.636094466277851,0.03,0.017,1,6,Gm44151
0.00203811573399732,0.573992353190489,0.051,0.034,1,6,Gm26760
0.00216028484573265,0.342091543039207,0.072,0.051,1,6,Gm28050
0.0026188288033084,1.13422849881556,0.01,0.004,1,6,Gm26952
0.00270335544327308,0.590515216638959,0.039,0.025,1,6,4930506C21Rik
0.00274560366094037,1.22920262883052,0.028,0.016,1,6,Gm32647
0.00291617698361436,0.701392238180952,0.015,0.007,1,6,Gm16110
0.00293411977509345,1.36334787991471,0.013,0.006,1,6,Gm32005
0.00294705868724855,1.20961168637776,0.013,0.006,1,6,4732490B19Rik
0.00303533119891331,0.830374905734193,0.01,0.004,1,6,Gm41361
0.00330587806515274,1.45409136530964,0.014,0.006,1,6,Kcnmb4os2
0.00346222569484425,0.417144004455905,0.087,0.065,1,6,Gm31323
0.00350523915450158,0.508269090563935,0.089,0.067,1,6,4930570B17Rik
0.00365728912921117,0.874428312506165,0.012,0.005,1,6,Gm46652
0.00396864792020979,1.16558093258961,0.016,0.008,1,6,Gm28905
0.00397656244427689,0.343376906867504,0.065,0.046,1,6,Gm37305
0.0039984276881178,0.627808713630669,0.038,0.025,1,6,Gm10544
0.00403431838496459,0.304778856970506,0.044,0.029,1,6,Gm30541
0.00405656026098711,1.1586023050874,0.012,0.005,1,6,1300002E11Rik
0.00412855238961777,0.195227721270542,0.083,0.061,1,6,Gm16140
0.00421540866720333,1.0074810338355,0.017,0.009,1,6,Gm11626
0.00439917364090492,0.96137899379027,0.011,0.005,1,6,Gm33151
0.0044278829855806,0.525265090882649,0.03,0.018,1,6,Rab11fip4os1
0.00452971057792892,0.266680593597144,0.102,0.078,1,6,Gm20089
0.00456719884508293,0.995918626026059,0.015,0.008,1,6,4930478M13Rik
0.00468590110128452,0.332686901440777,0.048,0.032,1,6,Gm15345
0.00482641953173004,0.677828982778971,0.035,0.022,1,6,Gm49289
0.00488417100902616,0.214921090147393,0.139,0.111,1,6,4933439C10Rik
0.00492687722982206,0.772737128958267,0.016,0.008,1,6,Gm13528
0.00496283581721178,0.599147340855791,0.031,0.019,1,6,Mccc1os
0.0052021279065977,0.400419411549651,0.083,0.063,1,6,Gm16046
0.00541647931560648,0.398258972464546,0.03,0.018,1,6,3110006O06Rik
0.00582828846701581,0.472283137543124,0.078,0.058,1,6,Gm12296
0.00622768578977638,0.997010411374515,0.011,0.005,1,6,Gm43604
0.00625166499834146,0.444942943163917,0.044,0.03,1,6,C530005A16Rik
0.00643708443209312,0.983230405046683,0.033,0.021,1,6,C78859
0.0065160805686229,0.391731856436301,0.043,0.029,1,6,4921511I17Rik
0.00664481570022834,1.32020456902708,0.01,0.005,1,6,Gm45447
0.0068608504310193,1.00621161930289,0.021,0.012,1,6,Gm26608
0.00740899170649878,0.802414655921405,0.023,0.013,1,6,Gm42997
0.00741596874201753,0.701211745749339,0.016,0.009,1,6,Gm2449
0.00744386245208407,0.980195784487378,0.014,0.007,1,6,Gm45619
0.00769181962414739,1.28638286034866,0.013,0.006,1,6,2010007H06Rik
0.0080990189066583,0.26557668284955,0.069,0.051,1,6,Gm43000
0.00866711164001119,0.356205790860336,0.061,0.045,1,6,Gm50431
0.00883871956467798,0.864372283714118,0.011,0.005,1,6,5430400D12Rik
0.00894275360964854,0.15675697406431,0.055,0.04,1,6,A230072E10Rik
0.00896558054314146,0.251422522710615,0.196,0.167,1,6,Man2c1os
0.00979865362625296,0.215822886791469,0.072,0.054,1,6,G430095P16Rik
1.63040734555092e-222,3.65826192775374,0.209,0.024,8.22051383626772e-219,7,Gm10701
4.00635346232226e-173,4.11066218680106,0.09,0.004,2.02000341570288e-169,7,Gm26834
8.09964030856899e-170,0.971196395943675,0.208,0.031,4.08383864358048e-166,7,Gm16168
4.61342263169005e-81,2.77086592441948,0.139,0.028,2.32608769089812e-77,7,Nkx2-2os
1.85685598795485e-73,3.84754554275353,0.052,0.004,9.36226789126834e-70,7,Gm19500
1.58295184830372e-72,0.848340472877905,0.062,0.006,7.98124321914737e-69,7,9630013A20Rik
6.1856483723196e-66,2.56311576023019,0.046,0.004,3.11880390932354e-62,7,Gm38642
2.71852130428253e-55,0.155677252028509,0.051,0.006,1.37067844161925e-51,7,9530059O14Rik
1.82032776067676e-45,3.69453282761356,0.036,0.003,9.17809256933223e-42,7,Gm9895
8.86065697405654e-33,2.18917259737557,0.071,0.017,4.4675432463193e-29,7,Gm13187
1.49151137301189e-27,0.400029047271776,0.828,0.663,7.52020034272597e-24,7,Pvt1
2.79731457204941e-17,0.463695508165961,0.677,0.55,1.41040600722731e-13,7,C230057M02Rik
3.11963255607978e-16,0.264326645532213,0.981,0.927,1.57291873477543e-12,7,2610307P16Rik
3.35945908708558e-16,1.237493998746,0.015,0.002,1.69383927170855e-12,7,4930420G21Rik
6.61097919428221e-16,0.235896767536095,0.963,0.903,3.33325570975709e-12,7,Mir9-3hg
8.27051174846127e-16,0.407881794708294,0.632,0.514,4.16999202357417e-12,7,Gm11541
3.98813731080743e-15,0.289402827053725,0.837,0.746,2.01081883210911e-11,7,Gas5
5.18061871179037e-15,3.70341947456194,0.015,0.002,2.6120679544847e-11,7,Gm48508
1.02351398709514e-14,0.392117978499798,0.569,0.446,5.1605575229337e-11,7,Gm48530
1.23253050764331e-14,0.604178487715815,0.441,0.335,6.21441881953757e-11,7,Gm13483
2.60738439937079e-13,0.186980479902993,0.996,0.977,1.31464321416275e-09,7,Kcnq1ot1
2.95953173881872e-13,0.186982001838235,0.998,0.991,1.4921959027124e-09,7,Mir99ahg
8.34386377617861e-13,0.489236452918194,0.356,0.257,4.20697611594925e-09,7,Gm20559
6.0221376958263e-12,0.170236635194309,0.991,0.977,3.03636182623562e-08,7,Lncppara
4.38981838246663e-11,0.33769397045709,0.758,0.66,2.21334642843968e-07,7,Gm47283
9.91745006316206e-11,0.40719281553845,0.484,0.386,5.00037832184631e-07,7,9030622O22Rik
9.17726720122882e-10,0.261259015734002,0.789,0.714,4.62717812285957e-06,7,Gm2694
6.32597814642629e-09,0.260994419969553,0.642,0.558,3.18955818142813e-05,7,Gnasas1
8.10017658080694e-09,0.38490543755915,0.517,0.434,4.08410903204286e-05,7,Lockd
1.16777073192112e-08,0.227063560884385,0.702,0.621,5.88790003034627e-05,7,Gm42047
2.23907567900028e-08,0.306976750344012,0.516,0.432,0.000112894195735194,7,AI506816
3.443248312961e-08,0.209614506315404,0.799,0.729,0.000173608579939494,7,Ftx
4.02693673519497e-08,0.225864054586995,0.448,0.364,0.000203038150188531,7,AU020206
1.23320128038104e-07,0.365917820605264,0.423,0.346,0.000621780085568118,7,Snhg17
2.54528708479965e-07,0.392016903502656,0.347,0.274,0.00128333374815599,7,Mir17hg
4.12546494224181e-07,2.21327564866809,0.017,0.005,0.00208005942387832,7,Gm5535
5.15581271494104e-07,0.433734927430723,0.288,0.221,0.00259956077087327,7,Gm35040
6.21181541681993e-07,0.437642555817181,0.236,0.175,0.00313199733316061,7,2700038G22Rik
9.43990126699515e-07,0.150980873854811,0.869,0.84,0.00475959821881895,7,Xist
1.62479265658249e-06,0.273674553909242,0.478,0.404,0.00819220457448892,7,Gm13883
2.22724282421581e-06,0.308189934034218,0.481,0.413,0.0112297583196961,7,Gm12610
2.44356143055698e-06,0.123027243890584,0.711,0.626,0.0123204367328683,7,Airn
3.17717572941618e-06,1.37692792622158,0.011,0.003,0.0160193200277164,7,A330049N07Rik
4.38504373685504e-06,0.164880179081347,0.872,0.839,0.0221093905212231,7,E130307A14Rik
6.36111349554542e-06,0.344250784064412,0.407,0.342,0.03207273424454,7,BC065397
6.97623315697092e-06,0.536054709422577,0.232,0.181,0.0351741675774474,7,Gm26827
1.00988899119062e-05,0.314372834030045,0.346,0.283,0.0509186029358312,7,Snhg1
1.53092302661938e-05,0.49644321436426,0.222,0.171,0.077189139002149,7,Gm34086
1.69972771228941e-05,0.335588324536423,0.35,0.29,0.0857002712536319,7,2700099C18Rik
2.29980474607576e-05,0.14322871549621,0.802,0.771,0.11595615529714,7,4632427E13Rik
2.33147838866057e-05,0.430271771779277,0.262,0.21,0.117553140356266,7,1110038B12Rik
2.63647367445816e-05,0.313121383575789,0.371,0.308,0.13293100266618,7,Zfas1
3.20068877770029e-05,0.281321830867802,0.524,0.467,0.161378728171649,7,2610020C07Rik
3.89858628752234e-05,0.403427422256236,0.306,0.253,0.196566720616877,7,Eldr
4.68988194426857e-05,0.415157543489672,0.232,0.184,0.236463847630021,7,Gm48623
6.30315720144356e-05,1.3046527483018,0.015,0.005,0.317805186096784,7,Gm26756
7.90008033351756e-05,0.543524989142987,0.187,0.144,0.398322050415955,7,C230035I16Rik
9.38035562220881e-05,0.711245918664712,0.085,0.057,0.472957530471768,7,Dancr
0.000105511133598425,0.372670658056132,0.266,0.216,0.531987135603257,7,Snhg4
0.000119787887938471,0.116365578697787,0.912,0.868,0.603970530985772,7,Mir100hg
0.000126780159319817,0.31409497941412,0.32,0.27,0.63922556329052,7,Trmt61b
0.000135128492343765,0.255447715278461,0.375,0.324,0.681317858397264,7,1600010M07Rik
0.000166321984622704,0.223642649167767,0.588,0.543,0.838595446467674,7,5330434G04Rik
0.000185305496697236,0.33829297178411,0.358,0.31,0.934310314347463,7,B130055M24Rik
0.000195535977953681,0.189325604792348,0.664,0.617,0.985892400842462,7,Firre
0.00020336043342228,0.317259637364208,0.438,0.392,1,7,2900076A07Rik
0.000321449827994538,1.04646895834618,0.022,0.01,1,7,Gm47658
0.000344714326067345,0.358267977810188,0.209,0.168,1,7,Gm16091
0.000379901689348954,0.1416973096029,0.88,0.837,1,7,Gm11266
0.00040049164076132,0.128932601291679,0.901,0.864,1,7,Gm49797
0.000410134860423388,0.108287368836377,0.934,0.9,1,7,Dleu2
0.000447493156020361,0.245893588770547,0.478,0.425,1,7,B230334C09Rik
0.000538643163319387,0.423131500469673,0.223,0.183,1,7,Hectd2os
0.000554961726691693,1.1427852926488,0.03,0.016,1,7,C130013H08Rik
0.000604849026598845,0.794930716428903,0.043,0.025,1,7,C230057A21Rik
0.000619329535195841,0.344049209835188,0.339,0.297,1,7,Nr6a1os
0.000642512828887404,0.400995116429834,0.248,0.208,1,7,9330159M07Rik
0.000680089550111155,0.217807232145269,0.461,0.415,1,7,5430416N02Rik
0.000716340497129321,0.676315777598418,0.057,0.036,1,7,Gm29282
0.000730315551711999,0.433090169815893,0.332,0.294,1,7,2610316D01Rik
0.000889286452253148,0.201011663472207,0.019,0.009,1,7,6030407O03Rik
0.00109078594335745,0.455302395955037,0.224,0.188,1,7,Cep83os
0.0011120040967025,1.16331833115697,0.017,0.007,1,7,Med9os
0.00111839363964857,1.60020480502002,0.013,0.005,1,7,Gm50340
0.00124860712569615,0.167361780347548,0.487,0.435,1,7,Gm12940
0.00149072016215949,0.553510434903696,0.118,0.089,1,7,A830036E02Rik
0.00153447760809778,0.67480500949127,0.054,0.035,1,7,Gm46378
0.00154281727540593,0.164870147021875,0.519,0.475,1,7,Pantr1
0.00157573533843378,0.628690658951413,0.016,0.007,1,7,1700047M11Rik
0.0015976645092526,0.264711611966677,0.276,0.237,1,7,2410006H16Rik
0.0016008645090855,0.491742538893059,0.103,0.076,1,7,2500002B13Rik
0.00160674162325752,0.151551312666058,0.638,0.598,1,7,Gm49539
0.00165591923091082,0.181834703048922,0.602,0.563,1,7,5530601H04Rik
0.00176422406620123,0.616829040339591,0.108,0.081,1,7,Gm43439
